name,group,display,image,birthday,keywords,genre
은서,WJSN,WJSN - 은서,https://i.namu.wiki/i/yGgUWmflK5X8mPr7Ph_vdjva_Rm6efKxpVpaltoXrtTBzx-ZwxycOcfWLfUdECMxfMw4ZUjLgScb0yj7NIL63AItXidBeJbxMUHYoFE4p1K9K0gggNY_93F1oFqyqs_hLehr-fuI9FdFEFR7Qkqvrg.webp,1998-05-27,"['WJSN', '은서', 'wjsn']",1
다영,WJSN Chocome,WJSN Chocome - 다영,https://i.namu.wiki/i/WsccALwxXftLY6Hn5aqhVS3v5VES1JKQ95hvIWG_HUSYnEusW4pDPIisUXxQO80XcujLboWwNbwtFkfi_OPRKyrgIz41XeCcOhrQJR5M9z1GawN6bgyj6vwGBJLhuhKbjomb8AGAwituE1gQy6dQaQ.webp,1999-05-14,"['wjsnchocome', 'wjsn chocome', 'WJSN Chocome', '다영', 'WJSN CHOCOME']",1
루다,WJSN Chocome,WJSN Chocome - 루다,https://i.namu.wiki/i/kufb5dY-FnHJKUXPMtPifYKsBO1djhnXRsJm8L7Vk7j6X81R_Mt8bYuFg4a6iZYSOrhMX_eZs-FbO4jwSS11heP1URC74FHfYDqrcW4sQGAMvCyxtSLfOQNTEaQvbQuBfWOx8nq8314R0aZLjYnYZA.webp,1997-02-06,"['wjsnchocome', 'wjsn chocome', 'WJSN Chocome', '루다', 'WJSN CHOCOME']",1
수빈,WJSN Chocome,WJSN Chocome - 수빈,https://i.namu.wiki/i/shaRkEYedC7u3V5OoW4a9h5FAdeXCGP_cxbOKtBLVInSI01sc1dOfLzLEsfut06xsLRNgHPegJEPlx2No0rp8oy7pFDz6w1uyq3f3nwUJEVyAtyvBEaaVMmG7UoXR7ikq5mzqXYFXnJEPyzVjhY_Eg.webp,1996-07-14,"['wjsnchocome', 'wjsn chocome', 'WJSN Chocome', '수빈', 'WJSN CHOCOME']",1
여름,WJSN Chocome,WJSN Chocome - 여름,https://i.namu.wiki/i/S4mbjsyfIXN9nFD8_hgmPEGlJk_qwb6-3doDVOWu8aLhiqDhtU_kFnB8xKd4JhZT7X6V10n_gUlXPJCOxGICBiauh_-5aqwW8WrpW3v2fzj0FGN18MqnIFNOHQ42fjSQX04B5LGIEHDpavZOTEu_kg.webp,1999-01-10,"['여름', 'wjsnchocome', 'wjsn chocome', 'WJSN Chocome', 'WJSN CHOCOME']",1
보나,WJSN The Black,WJSN The Black - 보나,https://i.namu.wiki/i/_9Ap52JJOXm-ZXu_AE5dT7pRzczu_Z8ereF1dWBanvBbQHgaRlQYp7fE9-GJKZE9Q3JjCFT_SkEWYki763gt3psRM42g1AvT4LU4P3zyg2b27dDfEkorG7GmXUqlVW6KXqnFx3tKGxDPYGHOznI37w.webp,1995-08-19,"['WJSN The Black', 'wjsntheblack', 'wjsn the black', '보나', 'WJSN THE BLACK']",1
설아,WJSN The Black,WJSN The Black - 설아,https://i.namu.wiki/i/chnKzqnkEVR1WkPPb72nEYfDR-NkeWnpmpp9SD3jrmrFZ5WwIPZQJOVrx0iJxz_YYe2deLAwW_MrMopOnRpZqc0ePRNxo0bfsgMW5U9_S97A1Rf3XtaRGs3PHY-4va56RIi2LTmJCqnhYtJLB8msBA.webp,1994-12-26,"['설아', 'WJSN The Black', 'wjsntheblack', 'wjsn the black', 'WJSN THE BLACK']",1
엑시,WJSN The Black,WJSN The Black - 엑시,https://i.namu.wiki/i/mDP7CILE3qi4RGL0zgUmbQ3Y5fjpJOoNNIwdxLkHmwETNmwaFQsdrXLa8qbXf_XWEgxTofz7SSdupFk9IpZMdp3tp81MyAuaCdlLYu4yJ3y44a0HC8t1jMqpNv2rJVi07KnHlKH-pU0n120YOIrg9g.webp,1995-11-06,"['WJSN The Black', 'wjsntheblack', 'wjsn the black', 'WJSN THE BLACK', '엑시']",1
은서,WJSN The Black,WJSN The Black - 은서,https://i.namu.wiki/i/yGgUWmflK5X8mPr7Ph_vdjva_Rm6efKxpVpaltoXrtTBzx-ZwxycOcfWLfUdECMxfMw4ZUjLgScb0yj7NIL63AItXidBeJbxMUHYoFE4p1K9K0gggNY_93F1oFqyqs_hLehr-fuI9FdFEFR7Qkqvrg.webp,1998-05-27,"['WJSN The Black', 'wjsntheblack', 'wjsn the black', 'WJSN THE BLACK', '은서']",1
먼데이,Weeekly,Weeekly - 먼데이,https://i.namu.wiki/i/i33HmOu0HSiWck6VOUu_DRpLTi-eWi99mtSzkM3BlGrs2ceNr-C_gcCsrzivIMjQFW-sXa6mQiz7qPNBEO5kvl9NRcD4CVFTZPC5ZWJOtW4gG05ZkstxDKja5uGs-fgUo1TJyofwFffmtzrwKBmfZw.webp,2002-05-10,"['weeekly', 'WEEEKLY', '먼데이', 'Weeekly']",1
박소은,Weeekly,Weeekly - 박소은,https://i.namu.wiki/i/UeimCF8aw-9KTG9kHdrfd-c1AUz9jXu3brNes3drbrCBqLg5-lOnKXVJvyFwy1ZuG4KfW1njM1ipXYNsQJxsaunQBzw68bKE6eTZhSQDK2lh_WWYfiDYpMq4Rjzn8h_M8h2_7WMKCRnwldykJFxMhA.webp,2002-10-26,"['weeekly', 'WEEEKLY', 'Weeekly', '박소은']",1
신지윤,Weeekly,Weeekly - 신지윤,https://i.namu.wiki/i/9kUPY1sXozjvjJFd6SXLSizPMbdrw2gzDY1AQoC8C8HJUR5aKZRtFpGBNbFZvTEh5lPnL4Zt9eK55gSBegy6_eUoZcq9-BisacSnxysX-fMLxcJRqqUGGaPIiSF-m7P-DpyQ5IyBLFDF3R21ekBOvw.webp,2002-03-02,"['weeekly', 'WEEEKLY', 'Weeekly', '신지윤']",1
이수진,Weeekly,Weeekly - 이수진,https://i.namu.wiki/i/aEjDwfk5aeGZ5ZlWP9cLFVW66jV_Th0VJthyUz2xlBwDkGTW84oPob1eJNzvn2wevjoHNb20gHCqpEVlvTXtQvZGEOknYjYiWWoVfoWKNQLsr-e-9IoQJckvef5X1wwSRIt8dMqQNTa9km-q8HJHmQ.webp,2001-12-12,"['weeekly', 'WEEEKLY', 'Weeekly', '이수진']",1
이재희,Weeekly,Weeekly - 이재희,https://i.namu.wiki/i/JGhh8dbEbxzfmOxRMIiWBCNARS9Z7Dd3a922-jepiEHadZvuQOh2Eg1wKA3o1sC6yD4m-d7M7zVS2I6ePWbnQYbPoW4b2vuKvO7njf8sV4wQUvYnHEgCDZie4OKATXyxkm1xPsFdGvHhYBYhgImLtw.webp,2004-03-18,"['weeekly', 'WEEEKLY', 'Weeekly', '이재희']",1
조아,Weeekly,Weeekly - 조아,https://i.namu.wiki/i/we-4F5eq5twlrl7QjR0XefvPRlNYLfjlvhy7i2cp4Nb5rA70thopJ0ZdsjmBYE6LYkm4btLqvujG_CsWuCzXVDcTgQsoUPFH6bu4jk08IX575SFj0Z4NXlu2DuWh0lDHDblKF3UpGjYXEy0DWlRZ8Q.webp,2005-05-31,"['weeekly', '조아', 'Weeekly', 'WEEEKLY']",1
지한,Weeekly,Weeekly - 지한,https://i.namu.wiki/i/XIIHXbY9TOvAuemvnbeKr9GY7D3yGO9Xv_bPTkPlbMOwizfvbVXQ_ECTISa3B_gFg8mVuonW-lGj0hvRrri3sUjh4H7Je2oM-2JVp-r4edE0kf0WvObXP-eivtIo4br8glkghkx3Bgk3SlO8tvdQ1Q.webp,2004-07-12,"['weeekly', 'WEEEKLY', 'Weeekly', '지한']",1
김도연,Weki Meki,Weki Meki - 김도연,https://i.namu.wiki/i/csX6QpbgRRRb0E01whgQw96bSEWWLxWrt31PTGasiyOKOfFf6vptkFJI1t0AzQApvCKoC2BNMrYAyIYA-ZfUvIdkaddv0XSip1m52fSEl-l4Er87DnRiWr3aliXIm_aBGgwAUazQS1NV6IvDqx8rMQ.webp,1999-12-04,"['weki meki', 'WEKI MEKI', '김도연', 'Weki Meki', 'wekimeki']",1
루시,Weki Meki,Weki Meki - 루시,https://i.namu.wiki/i/3E29TYzKrjeQabGCfNNJMHVMg6-2akY-Ysx8rJEqQz4xXeQTKxu9urME-WjY7MsL4wBpNJkuE0vPIKsTGbAlG3VXZ90G7WYxltA-Xbv_0k8jsr1x_sxc2l10lrR-Ns1et6b58S-uGPGoJqQ23YgUog.webp,2002-08-31,"['루시', 'weki meki', 'WEKI MEKI', 'Weki Meki', 'wekimeki']",1
루아,Weki Meki,Weki Meki - 루아,https://i.namu.wiki/i/v92FT_YwrxWnhfg-kyaihasxH6jyIiSlAJzD5KtrBu6i8Rr6MTW6Ba0s7FGu36cDTkox7WOaq5T3gYTOhPgw3MqWuXp3Z_-218YSPxsmzxhMhlYOHgkPge30dCi2K7zTHNEyccWlD5yEAAUkH0S6LA.webp,2000-10-06,"['루아', 'weki meki', 'WEKI MEKI', 'Weki Meki', 'wekimeki']",1
리나,Weki Meki,Weki Meki - 리나,https://i.namu.wiki/i/TAvZllR-SrOyDKiMRonJan0NABLUoVn5LE71WwbO3UOXsiMfRE7WXduaZkq6Jv50RP60WOo4nzPXsIZDwIw0geYRlzDAfI_zw4zI78JsXS3YqDE9j2Ar3qkX3w26tbHt8YRiSZHqlzaBqRJA6Zh9qQ.webp,2001-09-27,"['리나', 'weki meki', 'WEKI MEKI', 'Weki Meki', 'wekimeki']",1
세이,Weki Meki,Weki Meki - 세이,https://i.namu.wiki/i/t85igQp1bacytKx-Kreg5tGi2tIhw8sVMugyRdEQpMh_Kt5GfgeOObhKmTb5M4HEFyvAq-nCR8M9fKCcdnPnzLjtihXUzAkSsUqoi-2P75DcafGnNghb8KIYVv3eFD-RMTkBuCcoeKaoC01Nz3ei3g.webp,2000-01-07,"['weki meki', '세이', 'WEKI MEKI', 'Weki Meki', 'wekimeki']",1
엘리,Weki Meki,Weki Meki - 엘리,https://i.namu.wiki/i/Hpcfcp8ezQPWGm3Px0IZwu1nsDxLVnlKdYdtguv2MrrFzyOQLHTA-pA4c8-zyAyA8SM5H1sqFMEDRLbvXqy54m7Gbdl1bICP7xc5xnOv4K8ksu3sEEpIY2TxbtWnjY8MnGdOLgO7vl4qVUI-siIX8Q.webp,1998-07-20,"['weki meki', 'WEKI MEKI', '엘리', 'Weki Meki', 'wekimeki']",1
지수연,Weki Meki,Weki Meki - 지수연,https://i.namu.wiki/i/NMFUietq1Na5CkdgK0C9boihJD8k0Vt7LGXpeeIsJ-LqEciKyBcvgb7eKC8BebO1-Y5ZQ2r9doqfH_kp3yAaX8x9bwFLZq2iAjYJ65qj14QZKs9KSocSs98s8m5FzSrPegtIEzTgoYfmB5ZPk8I0wA.webp,1997-04-20,"['지수연', 'weki meki', 'WEKI MEKI', 'Weki Meki', 'wekimeki']",1
최유정,Weki Meki,Weki Meki - 최유정,https://i.namu.wiki/i/_x0Y81xhz2IgIIcsa5AY5CobTdUzPlmfUavGMat8B1dvszPfWcQtr16NAFrNPfHB2GgwRZQ7v7FGrnoYRSa2aHvIk3nkn7NQLTJ8MxQ6UzBkCvp2_IP7N73zIg_2yTjiwZR8JvDVuHk6BikDCN5NTg.webp,1999-11-12,"['최유정', 'weki meki', 'WEKI MEKI', 'Weki Meki', 'wekimeki']",1
선미,Wonder Girls,Wonder Girls - 선미,https://i.namu.wiki/i/wLeJKmSmcABJ8XUDQvCGieYwQHUkxmLntnAO2yJPxB9_s7-1-dLv6e-mITjqOcKjFFISyjVoBqwXttS_3LASZNrBMuvNB99pvNndZ_7q9wtEjsHZD2qUEZzTAVdYz1Gdn7Q-6splmL7nZwF_MXtxsQ.webp,1992-05-02,"['wonder girls', '선미', 'wondergirls', 'WONDER GIRLS', 'Wonder Girls']",1
선예,Wonder Girls,Wonder Girls - 선예,https://i.namu.wiki/i/5GADTev5s2d3wpOhTmOAzkA-B5s6fo0XBxJchrJNOmS5MwDyOiX1adR8TqvVKlJuUZjkwzBYSN4Di9yfz2UeN0Y7-00Wa-3E0FrQyIQRo9qsiK4U5vMAWMj9VajQaTdvy_1i5_DkFfuiQFOVLZcUOQ.webp,1989-08-12,"['wonder girls', 'wondergirls', 'WONDER GIRLS', 'Wonder Girls', '선예']",1
소희,Wonder Girls,Wonder Girls - 소희,https://i.namu.wiki/i/clb-d_y7Tld2cC4RjGQdSZo80sjZw0Q0AZiE7kfKQUuyTvT2idhI7xx2TGD13HaWPU0dnKe7adU80-5OemCHnDPqil4N55RnHQc9NFnyd952anEJaTTz-ksIPRgrBSElRGzY2-KJJJeUkSJPMwRZBA.webp,1992-06-27,"['소희', 'wonder girls', 'wondergirls', 'WONDER GIRLS', 'Wonder Girls']",1
예은,Wonder Girls,Wonder Girls - 예은,https://i.namu.wiki/i/HoOKKLH1UZHrItcZ9JI9Nb9zNPFQmmWAhPI85QhbPG3cuk9VMfj9cHlP6ZbNMRHgPa-2_k9qe1hfxNOcDXC7__qlacHOpSLLduAB5ghEMWe_0aJ3zKqbYCgpTfpQmoA9em1V6icVLGmkRjk7YzAGxw.webp,1989-05-26,"['wonder girls', '예은', 'wondergirls', 'WONDER GIRLS', 'Wonder Girls']",1
유빈,Wonder Girls,Wonder Girls - 유빈,https://i.namu.wiki/i/KHwO4NESrJB-uCaZDFleBn6VwpwxVUtmD5Q6l52pgidr2IlT9DjJpaCW_qhZSFrh5JCYPXawisiJQrI98sUs7_xdn1t-qJ2NsNwo9BDgujCzj2xPqk4qbw48qlK48zGVuaCB2fwUrfrMN3_oogOISQ.webp,1988-10-04,"['wonder girls', 'wondergirls', 'WONDER GIRLS', 'Wonder Girls', '유빈']",1
혜림,Wonder Girls,Wonder Girls - 혜림,https://i.namu.wiki/i/bdU-i2cQ65UjPOZUdMAPufkmNcjVT6H_4KMA_PaVHI56kYwFDBd5hj2NSx840yzrQ4u1MLfBpYH_CKLKDy8KTGSIfZReO_E7BuRznlwOWlyjChi2-SNqDKM5RL9Z6YJMYm0VO7NS4qkLrfbp0al3YQ.webp,1992-09-01,"['wonder girls', '혜림', 'wondergirls', 'WONDER GIRLS', 'Wonder Girls']",1
마야,XG,XG - 마야,https://i.namu.wiki/i/sTUuPh4xxtGZx6Uajddlk-rj0xxjucStMvlFQ6IUvcn8f83-tOPTlNsGdipLvVgDKY8SO_Sb23tQFhzn77rY340n13MXr3NHFHZY2xYvZZ4g561w9MOkr-TP7B2X2Y6J7CElW1lrA27BV0pev_yGug.webp,2005-08-10,"['XG', '마야', 'xg']",1
주린,XG,XG - 주린,https://i.namu.wiki/i/7_jZT0O4reXVgHff4bwWvyvWkH5-No7k90C8RPY0lzRQcnrbJftJDrsPMd5R-BhD1Wmr_WpJKw_f6etk-n2U5t3lBEr4VMfcSPiQ0vpfklJip9RPPZ3OKCmkdgq6oBw_N15uFUJx7yu1wtCVc9rHpg.webp,2002-06-19,"['XG', '주린', 'xg']",1
쥬리아,XG,XG - 쥬리아,https://i.namu.wiki/i/2vf5tDEAJwpvZ3TCYUssEY6ED0O_a9Hue7mG4IxturJxcV6MqHqlhSqnPDGSBSGr-uCsYRcE48iRu2nNzQftUam9NgLMdcO1_i-q5jWXGyQdUzLZUKibJtT7sriv4M8x4eQYVyu1chJt6VXeE4xUgw.webp,2004-11-28,"['쥬리아', 'XG', 'xg']",1
치사,XG,XG - 치사,https://i.namu.wiki/i/_Ypuyuij5gUgTFiHZaNJJAs1ulPi621oR2XVQxgsBHClBZ0CuIs1XTwU9OSDuba6WV2gLqAsS99kUWROET5hrkmY1yNRFxNTJiem67fV_K9ju4jc0PdnXplW9XskX_2gNYLeuJ6dJZWod_yz7WPUxQ.webp,2002-01-17,"['XG', '치사', 'xg']",1
코코나,XG,XG - 코코나,https://i.namu.wiki/i/A1ifvlqbqXYqPBAF4uSNVLur67LRaqw9bc_OpyznC2QqxCV6_YaKJB4sVsPIDHZXFrqjFZdIdLIxoqYk5QNtL7YGqU-Sl6-WC1X4FsEehsV4Nu8oMIstAjyd9_t8w7wVfxmk3oRMGgibdqJJ5e08hQ.webp,2005-12-06,"['XG', '코코나', 'xg']",1
하비,XG,XG - 하비,https://i.namu.wiki/i/vECtUwyUJJjFguUgtXTRoyvlxIhHq6t1i1oFue0fisvBn9KT9LiP4ISx1VvfYp9Mft3_4VcWcOnvMC5cL_MUW_t-_AIwWnFotNbdMRCFBtMNyX6_PzrUz3n9ayaQLlCsSxeywZScT-VtonASzEDVbQ.webp,2002-12-18,"['하비', 'XG', 'xg']",1
히나타,XG,XG - 히나타,https://i.namu.wiki/i/IRoMURR2-_RDUZ6R0g1zp0LQZ4KSoTlXtqZ-edGS1AkIqpUiIwbYz14DDdE2A7bhbc_bBDcEKHK8nzps_bPKRGdCUDWk57Bxf3UjuYe3TFQSRLpMfjnHcAzua6VX5J8yW7YjBjkrmuNkpchzmkJvdA.webp,2002-06-11,"['XG', '히나타', 'xg']",1
도은,Young Posse,Young Posse - 도은,https://i.namu.wiki/i/SZhgRmrmYvjL6O6EaVa3b7zGiii6MQz01_wqQYjo2MkZlOEz814NsUYbbO2K6kYQaUjlHKdzBuDSwu8aj5-Uj4xVdNqm2WR3iia4xYISpSyeQDN-mUrmIzVQYSatZ4_VkYxBqpYc7S5_KnHrZJDi9g.webp,2007-12-24,"['도은', 'youngposse', 'young posse', 'YOUNG POSSE', 'Young Posse']",1
선혜,Young Posse,Young Posse - 선혜,https://i.namu.wiki/i/CU1mXLUR8tM0tkAgOnCBD7FOSbEDvzM4b2PVBWDAM1ggT6aKmaplzSjUugm7fqG6zSPraEk7nZ-cHqC5ok7LDmSEFm8SSEcdgNO3P0jcgqUOqia9jhCAfue3xqEIjPFqBodNFhyUsLSw0EInjqw0MQ.webp,2004-04-12,"['youngposse', 'young posse', 'YOUNG POSSE', 'Young Posse', '선혜']",1
연정,Young Posse,Young Posse - 연정,https://i.namu.wiki/i/FwfoTLfmO9-jxl2eiYcH4CeSL9zft0f7UWW1GBFR3JoilJrj2B2Wb0KxPvAq8aIeuilojBPSv2_FhhDhy2swoolzl8S9GASfVFlJRivrzqvtk21N9M27OqYBZwO63NDuyFLtvyiD4mi5yROXJ34NNA.webp,2004-09-01,"['연정', 'youngposse', 'young posse', 'YOUNG POSSE', 'Young Posse']",1
지아나,Young Posse,Young Posse - 지아나,https://i.namu.wiki/i/VNh7gmudu0JBWCtJBmfEEla9IoNE2Ns_NkZBse0dWCTCA0muTdEO1egmcoAFFGmjUwIFnDqioaFWudKl-mCe7CSRgDyy6NY6BPNFyJrnyclLKRoF1S-kVgSDQ6NmSJGU1a6U-ApJWODc8WUgtivyng.webp,2006-02-02,"['지아나', 'youngposse', 'young posse', 'YOUNG POSSE', 'Young Posse']",1
지은,Young Posse,Young Posse - 지은,https://i.namu.wiki/i/k_u0vdEnmRv3BzFdQvBagRz11Z_DpkIfWc6g9Oe6-OwmzzmKz9emXqfoiM5wwlS1POkioIyG7apqndwk2ml3St3UAicMo4k19hMH1oc7GZMxYSM3dkvPFw_l8bVhjmRx36O48Sov5ETyk0z5--LCTQ.webp,2009-11-05,"['지은', 'youngposse', 'young posse', 'YOUNG POSSE', 'Young Posse']",1
닝닝,aespa,aespa - 닝닝,https://i.namu.wiki/i/0If1GchW_eyrKCYM5Sv-lyRrD4w9W7wjvxbK5P5DgB7A-i9_QyCOEvacaRkwakmw9qB8eY8ym_7h1cbGIipeUA.svg,2002-10-23,"['닝닝', 'AESPA', 'aespa']",1
윈터,aespa,aespa - 윈터,https://i.namu.wiki/i/h721o5Gvi2q-uTfvY4nwvM-KChr485e5cTOHWdgjBw6ZeDEDXXEdQJ-1R0Gn38xaVb5NEhfTHHKSLyeJBDrfJQ.svg,2001-01-01,"['윈터', 'AESPA', 'aespa']",1
지젤,aespa,aespa - 지젤,https://i.namu.wiki/i/hUGX14kxgAyvQGUXUGjkGZb3x862n7hjxjQAR-vkzEMK5y0lWYpRixyuh9UQpLqeXoY0iyOV_AXiOqhswiTF1w.svg,2000-10-30,"['지젤', 'AESPA', 'aespa']",1
카리나,aespa,aespa - 카리나,https://i.namu.wiki/i/P62zg7OVjlSF2B-MAURuOti34mXB5ebLYCRjzTVmhElqODQ5hmwTL9ig_1McfadJvIsxuvu3L1I8LDC3CLNpAg.svg,2000-04-11,"['AESPA', 'aespa', '카리나']",1
레이니,bugAboo,bugAboo - 레이니,https://i.namu.wiki/i/R61aCDBSX7-qaLyGgRtSfWiG5fLKFK-Q5ZLl-xHM8AU9E3aM6DfgpGYU4GYVqeFr4Poo8nTHfBHitsI0eFnRVAF4R1Q4bvMDTzGZ-chqaZovb0qPNtgFc9s7VJF0Cut2J8QjuLXwjv8Ycr7gWuacxw.svg,2000-11-16,"['레이니', 'bugaboo', 'bugAboo', 'BUGABOO']",1
시안,bugAboo,bugAboo - 시안,https://i.namu.wiki/i/fX2WJd9gWsRgYpu7d76shFoezOTJ9CVqe9W0HTrYu1WVcbMs83CWBgtHUZKdoVXQgJuFTv_YcjHJhDihsWKnGaxiynVXICcGePbHWztUFC93qYOJl7Qx0u95nRS3F1yi4DxH_vEbU31avUCQfF-HNQ.webp,2001-04-04,"['BUGABOO', 'bugaboo', '시안', 'bugAboo']",1
유우나,bugAboo,bugAboo - 유우나,https://i.namu.wiki/i/UsMQfJieaQZmdL48DcOj57NqP9ZjPD8TDlOtItudr5YxsjMs2TFRUzBNSFxHWiVIZYEKCBnYV18rh18W6JDmpWxnvVl34lNk8rjyocujnebRp6pwzgVXLxgUbtMg0M-eI9Y8WY9es3WLz_9UmiW80Q.webp,2000-10-13,"['유우나', 'BUGABOO', 'bugaboo', 'bugAboo']",1
은채,bugAboo,bugAboo - 은채,https://i.namu.wiki/i/3eq7CfXr3EDtIZpB9YGm4-7SiNAgCQWDd7HXJdOuxZ07SaYCj35fS69oM-F3TSxsr-Wvt_YrTPkPccV9Cwq9OMKfiMYvPU-_Cur-8e8xnoGG1gLr6ALi_r_ns8LO2xJUnqYksTt9HxEkRsHytKPcVw.webp,1999-10-06,"['BUGABOO', '은채', 'bugaboo', 'bugAboo']",1
지인,bugAboo,bugAboo - 지인,https://i.namu.wiki/i/MtBRBI_ljxGYNbFEmBElTCsbaUrVOK1eHgCLwW9C4_XbwdayZ_fSMhnhp04a9mmSgaJCWjU7NN7BzXgd8gKAkFueWG2jSDqXUTLiOUlyWcZQKDjSQASoGA0wYa_uiTQHDDXGPVUAtNPe3M_W1FSbzg.webp,2001-08-30,"['BUGABOO', 'bugaboo', '지인', 'bugAboo']",1
초연,bugAboo,bugAboo - 초연,https://i.namu.wiki/i/5TcoQ3X0duWrMDYeoSHRc2vha7BMl_okY1qUgj-DBYfzFg-l-rpmAW9qLYC-jpmZQD_kwjgX2Dsdmx_bRlUj_XAF04LXEq1jNprlRw9_daixp4GIwqKRLoKTh2HLuOog7G4mgbSnhaDg2rGSCSr92Q.webp,2001-08-01,"['초연', 'BUGABOO', 'bugaboo', 'bugAboo']",1
도희,cignature,cignature - 도희,https://i.namu.wiki/i/rydlTI3XedZCF2R-AHHXC213ZQIe2jydOfB0Se6dlzwVYgaa6_ctaeYjhkRcCA3Y60r_iv5DjxIqaPawWKeJYHQZKoYLmhD6viG6CDADKHkwrtJI8C89IvVdyGE165UsuBHHSA98lQUESBMpoXkZDg.webp,2002-08-01,"['cignature', '도희', 'CIGNATURE']",1
벨,cignature,cignature - 벨,https://i.namu.wiki/i/OtYC-1lkQfhuaUNai2YAhQS8QFV6mPfsJDMGw5KuGu51YrcVU5kRstJr-DpFkk9hcSnEKlamAYdBXHg3aFGwo-fY-vjdJC2fqDO5JhzC7E74thGqZFWQ2Jhkpz1u1RMVYTPJv93y2xHBYgLPR07C3Q.webp,2001-11-03,"['벨', 'cignature', 'CIGNATURE']",1
선,cignature,cignature - 선,https://i.namu.wiki/i/OkpYCgMM7iLpWUzzK8Rxl9u9Jb5SyxtX0a8opMNfyiw3EOb-06Z5V5rDpHSy3z59nblTupdESmcbM6VZDIeHPQjIgTqwNGMiJq6tiNzXVjCA8G4lda9cZrwlo0gNpJbIhFGd6WXW7mSKY7EAMW4V9g.webp,2000-02-07,"['cignature', '선', 'CIGNATURE']",1
세미,cignature,cignature - 세미,https://i.namu.wiki/i/tDkHV3IWqVXKEBOL5KBLHnYyhKLJtuMm_mvnw9GjcRnz0NnN6tD-Lyj1IXzlqiccGOi1CLTjFlYV9bdSSBPXIyNle1pl3UMEbaR86IdNwf2Z7y5z0NkOB-wY0CPf3eBsb0Y6Rx2B0xK1yPa9vND00Q.webp,2002-04-10,"['세미', 'cignature', 'CIGNATURE']",1
셀린,cignature,cignature - 셀린,https://i.namu.wiki/i/5Cb4ZNM1lVdYttE2vej9JkxIQBzdVp2gOA_N3fqTz3GJ_TYA-2-V69tDgHN-RiiSsPiunHegBxaAiumsCA1tlCvZpc5XVbVBV4YxWs3A1-tvGTR0-vas80NaPxCp49sz2-FB9Y6ztp7OshWHB7007g.webp,2000-06-20,"['cignature', '셀린', 'CIGNATURE']",1
예아,cignature,cignature - 예아,https://i.namu.wiki/i/lQ3Ean2WkPO0qsisFfmkLzHIVJ5cCYQuZVkpwEeHI5U_NKyATsZ5Y-Hwj4PK_kCmTHv7213UsvbO1C-9s7RhYdLKBJmETwQX9QpxSQlGAlJxYlUtFhd5J8RWCgaDLsn3dWLkM1rtKUBDnAg0k0q0gw.webp,1999-10-09,"['cignature', '예아', 'CIGNATURE']",1
지원,cignature,cignature - 지원,https://i.namu.wiki/i/si4hrD9Hw6yGhbBITPU6a6BLurBv_RBzVQuhdArZfv-LVMRMhymEu9pFalJAtL-oaFJ8H_b3qFg3CAPYHBJ7cip2yRGSafc68WgWAtwkAitxE0MZxnU1lsTPGhkxz2IvOM2_8iq5VEyK5dq27PVeHQ.webp,1999-04-01,"['cignature', '지원', 'CIGNATURE']",1
채솔,cignature,cignature - 채솔,https://i.namu.wiki/i/J4IS5QM7Y8neJ02cHSYrKJkhWE9Ec4I8FrHGDMfmSgDtyH1nbX3HdVYtTvY9uXPcvD56MSO-864APPnP7ZHXVAxbRCDcPXdaxk4T5eElqfzJFJH2UipSv8nxTyhm8riwMecnKK8CE_KZfgtML_F35A.webp,1998-07-14,"['cignature', '채솔', 'CIGNATURE']",1
클로이,cignature,cignature - 클로이,https://i.namu.wiki/i/P4e4MbSm7sBcByV5QO0QnUoslEo3ZZ7jXPbUV3KeFCOK06Njm6eXmqbf6qkM_MMdTP4HG8tzgBkd3eqxyLV9Psst1AJU-NQu3-GJ8uO1miF0-PqdtG7sump_GDI6dkqv6EGChwGUG2w2lnAMEXZ9cw.webp,2001-01-06,"['클로이', 'cignature', 'CIGNATURE']",1
루나,f(x),f(x) - 루나,https://i.namu.wiki/i/PaSc88GlTeJtQ9q-apV36SX01kSvc9sn7HXzxwjbMtl3bXkuZIQ0PQPRiEDiouVwXx73gpMfDxbEyK7dVsmtZqtzxqTywChDZ-H7jAvwd43uHfUo5WiNHMVSxw7E9UI-aoa5TjPFC9Jgpo2-BeOB4A.webp,1993-08-12,"['F(X)', '루나', 'f(x)', 'fx']",1
빅토리아,f(x),f(x) - 빅토리아,https://i.namu.wiki/i/Ju1kb2Jyr-Q5_-hir9StWDoKi_fyGmioamFkJ9fWigcZNBN8VnNUEW8QsYcX4nIVBmCxg3UUc6Q1KLF4evhffcGNClAj-owbLiZJcp_Ux37VrgXVY_881VAAwM9JiQKsc2xUnt_f0iC4fq6YATt8Pw.webp,1987-02-02,"['F(X)', '빅토리아', 'f(x)', 'fx']",1
설리,f(x),f(x) - 설리,https://i.namu.wiki/i/mutuKzwvY_5XlJqQr6wFkQN-okPYszPEGHApS6zSNwgxvN5zO6ZMUSEx7DE7p27ZDail0nnYwDa6CP3CHWCbx3O7G_ikEG8hfGtREcoXaU5riZxUl2Pfh7CmtjSTsIEoudCdQTLj4Xzi7Wut1XAYfQ.webp,1994-03-29,"['F(X)', '설리', 'f(x)', 'fx']",1
